No. REPORTE;FECHA CREACIÓN DE SOLICITUD;EQUIPO;MARCA;MODELO;SERIE;ACTIVO FIJO ;SERVICIO;UBICACIÓN;DESCRIPCIÓN DE DAÑO;ACCIÓN REALIZADA;EJECUTADO POR;FECHA DE ATENCIÓN A LA SOLICITUD;ESTADO EN GMA SOPORTE;ESTADO DEL EQUIPO;OPORTUNIDAD;FECHA DE CIERRE A LA SOLICITUD;TIEMPO DE CIERRE A LA SOLICITUD;PARADA DEL EQUIPO;TIPO DE PARADA ;TIEMPO DE PARADA DEL EQUIPO;PARADA DEL SERVICIO;EQUIPO DE CONTINGENCIA;TIEMPO DE PARA DEL SERVICIO;CAUSA;ACCESORIO NUEVO?;OBSERVACIONES;COMENTARIOS ADICIONALES;ESTADO;Tiempo de Oportunidad (horas);Tiempo de Parada(dias);Capacidad_Respuesta (<3_DIA)
25911;9/3/2026;INCUBADORA;Bng Medical;EcoLa 3000;A0210518248N;572798;CUIDADO INTENSIVO NEONATAL;;cordial saludo, deseo informar sobre el fallo que aparece en el panel de la incubadora bng con activo fijo 572798 (fallo en sensor 3, temperatura de aire baja), muchas gracias por su colaboración y pronta respuesta.;Se revisa equipo y se encuentra daño en módulo de temperatura, se procede a realizar el cambio del módulo y se realizan pruebas funcionales, se entrega al servicio en buenas condiciones. ;Victor Lopez;09/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;09/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;FALLA INTERNA ;NO;;;CERRADO;0:00:00;1;VERDADERO
25915;9/3/2026;CAMA ELÉCTRICA;Los Pinos;740 S V.07;500519;545162;CUIDADO INTENSIVO PEDIÁTRICO;;cuna del cubiculo 5 de la uci pediatria no prende el control.;Se revisa cama y se encuentra desajuste en fusible de alimentación de la caja de control, se realiza el ajuste y se hacen pruebas funcionales, se entrega al servicio en buenas condiciones. ;Victor Lopez;09/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;09/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;FALLA INTERNA ;NO;;;CERRADO;0:00:00;1;VERDADERO
25919;9/3/2026;NEVERA;Fogel;FRSTEL CC-7;NO DEFINIDO;573094;FARMACIA;;se solicita revision de la nevera del servicio farmaceutico debido a que esta soltando agua., la temperatura se observa;Se revisa equipo y se encuentra taponamiento, se realiza corrección de falla en el desague y se hacen pruebas funcionales. Equipo Ok.;David Ospina;9/3/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;9/3/2026;9/1/1900;11:53:12;NO ;N/A;0;NO;N/A;0;DESAJUSTE;NO;;;CERRADO;0:00:00;-32916;VERDADERO
25921;9/3/2026;MONITOR DE SIGNOS VITALES ;Edan;IM70;33123-M15907420043-01;572658;CUIDADO INTENSIVO ADULTO;;buenos dias se solicita por favor revision de monitor de transporte de la uci adultos  ya que no cuenta con saturador, gracias.;Se revisa el equipo y se encuentra daño en sensor de SPO2 adulto, no permite reparación, se procede a realizar el cambio y se entrega uno nuevo al servicio, se realizan pruebas funcionales, equipo ok. ;Victor Lopez;16/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;16/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;DESGASTE;SÍ;"Se entrega sensor de SPO2 nuevo al servicio con número de serie; FD202510280920417";;CERRADO;168:00:00;6;FALSO
25930;9/3/2026;CONGELADOR;Harris;HLT 23 VPF;HLT23V30PFABA;543935;BANCO DE SANGRE;;hola, buen dia, se solicita amablemente la revision de la puerta de uno de los congeladores (#1) del area de neveras ya que este se evidencia la salida de un caucho el cual no cierra y por ende no congela;Se revisa equipo y se encuentra desgaste en empaque principal de la puerta, se realiza el ajuste y el equipo queda en buenas condiciones funcionales, se recomienda cambio de empaque. ;David Ospina;9/3/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;9/3/2026;9/1/1900;11:53:12;NO ;N/A;0;NO;N/A;0;DESAJUSTE;NO;;;CERRADO;0:00:00;-32916;VERDADERO
25935;9/3/2026;MONITOR DE SIGNOS VITALES ;Edan;IM8;360001/M19910220035;573990;URGENCIAS PEDIATRÍA;;buenas tardes porfavor para hacerle mantenimiento al monitor de urgencias pediatria, gracias;Se revisa el equipo y se encuentra en buenas condciones funcionales, se verifica estado de los accesorios y las configuraciones y se realizan pruebas funcionales, se retorna al servicio en buenas condiciones. ;Victor Lopez;09/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;09/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;NO PRESENTA DAÑO;NO;;;CERRADO;0:00:00;1;VERDADERO
25937;9/3/2026;BOMBA DE INFUSIÓN;;;17950987;;URGENCIAS ADULTOS;;buenas tardes solicito revision de bomba de infusion ubicada en pasillo  consecutivo 17950987 presenta un mensaje de bateria agotada aun estado conectada a la luz gracias;Se revisa equipo por parte del proveedor y se encuentra falla en batería, se procede a realizar el cambio y se hacen pruebas funcionales, se retorna al servicio en buenas condiciones. ;Victor Lopez;11/3/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;11/3/2026;0:00:00;NO ;N/A;0;NO;N/A;0;FALLA INTERNA ;NO;;;CERRADO;48:00:00;3;VERDADERO
25957;10/3/2026;FLUJÓMETRO;N/A;N/A;N/A;N/A;URGENCIAS ADULTOS;;flujometro de sala de observacion hombres con fecha de calibracion 2025-10-10 ( m0971025) no funciona.;Se revisa equipo y se encuentra desajuste en válvula reguladora, se procede a realizar el ajuste y se hacen pruebas funcionales, se entrega en buenas condiciones. ;Victor Lopez;11/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;11/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;DESAJUSTE;NO;;;CERRADO;24:00:00;2;VERDADERO
25958;10/3/2026;MONITOR DE SIGNOS VITALES ;Edan;iM70;360080-M20912910010;573327;CUIDADO INTENSIVO ADULTO;;no fiunciona tensiometro monitor cama 12;Se revisa el equipo y se enceuntra fuga en manguera de nibp, se procede a cortar la manguera para eliminar la fuga, se realizan pruebas funcionales y se deja en buenas condiciones en el servicio. ;Victor Lopez;10/3/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;10/3/2026;0:00:00;NO ;N/A;0;NO;N/A;0;DESAJUSTE;NO;;;CERRADO;0:00:00;1;VERDADERO
25971;10/3/2026;MONITOR DE SIGNOS VITALES ;Edan;iM70;360080-M20912910010;573327;CUIDADO INTERMEDIO ADULTO;;por medio de la presente se realiza solicitud para revisión del monitor de signos vitales del cubículo 12 de intermedios adultos dado que no censa presión arterial.;Se revisa el equipo y se enceuntra fuga en manguera de nibp, se procede a cortar la manguera para eliminar la fuga, se realizan pruebas funcionales y se deja en buenas condiciones en el servicio. ;Victor Lopez;10/3/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;10/3/2026;0:00:00;NO ;N/A;0;NO;N/A;0;DESAJUSTE;NO;;;CERRADO;0:00:00;1;VERDADERO
25980;10/3/2026;BOMBA DE INFUSIÓN;;;21397525;;HOSPITALIZACIÓN QUIRÚRGICAS;;buenos dias se solicita revisar bomba de infusion estacion 2 de enfermeria tercer piso quirurgicas dice: no se reconoce cassette gracias;Se revisa equipo por parte del proveedor icu medical y se realiza cambio de fluid shield, se realizan pruebas funcionales y se retorna al servicio en buenas condiciones. ;Victor Lopez;18/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;18/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;FALLA INTERNA ;NO;;;CERRADO;192:00:00;7;FALSO
26022;11/3/2026;MONITOR DE SIGNOS VITALES ;Mindray;BENEVIEW T5;CM-3B134868;545465;CUIDADO INTENSIVO ADULTO;;buenos dia se solicita por favor revision de censor de temperatura del cubiculo 25 de la uci adultos el cual se observa partido, queda en la estacion 2 de enfermeria, gracias.;Se revisa equipo y se encuentra sensor de temperatura en mal estado, no permite reparación, se procede a realizar el cambio del mismo y se entrega uno nuevo al servicio, se realizan pruebas funcionales. Equipo Ok.;Victor Lopez;12/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;12/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;FALLA INTERNA ;NO;;;CERRADO;24:00:00;2;VERDADERO
26023;11/3/2026;MONITOR DE SIGNOS VITALES ;Edan;M50;333123-M14102120051;545695;HOSPITALIZACIÓN GINECO-OBSTETRICIA;;hola buen dia se reporta pulsoximetro de monitor de signos estacion 3 de ginecologia , esta soltandose de los borden por favor para revisarlo antes de que se dañe gracias;Se revis aequipo y se encuentra carcasa del sensor de SPO2 en mal estado, se procede a cambiar la carcasa y se realizan pruebas funcionales. Equipo Ok.;Victor Lopez;11/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;11/01/1900;11:53:12;NO ;N/A;0;NO;N/A;0;DESAJUSTE;NO;;;CERRADO;0:00:00;-32916;VERDADERO
26027;11/3/2026;TERMOHIGRÓMETRO;N/A;N/A;N/A;N/A;QUIRÓFANO;Sala #3;buenos dias se coloca soporte para arreglar urgente tergohigometro de la sala 3 del quirofano. muchas gracias;Se revisa equipo y se encuentra desajuste en pantalla, por lo cuál no mostraba ningún número, se procede a realizar el ajuste correspondiente y se hacen pruebas funcionales, se retorna al servicio en buenas condiciones. ;Cristian Hurtado;11/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;11/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;DESAJUSTE;NO;;;CERRADO;0:00:00;1;VERDADERO
26028;11/3/2026;MONITOR DE SIGNOS VITALES ;N/A;N/A;N/A;N/A;URGENCIAS ADULTOS;;solicito de toda su colaboración con la acomodación  del monitor de urgencias pasillos el cual se encuentra  mal instalado en el soporte  lo que genera incomodidad, y riesgo ya que  todas la auxiliares intentan acomodarlo;Se revisa equipo y se encuentra desajuste en base soporte, se procede a realizar el ajuste mecánico correspondiente, se entrega en buenas condiciones. ;Victor Lopez;11/3/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;11/3/2026;0:00:00;NO ;N/A;0;NO;N/A;0;NO PRESENTA DAÑO;NO;;;CERRADO;0:00:00;1;VERDADERO
26031;11/3/2026;MESA DE CIRUGÍA;Benq;DR MAX 7000S;2A295-W1-0005;572148;QUIRÓFANO;;buenos dias se coloca soporte para arreglar mesa quirurgica benq botando aceite del quirofano. muchas gracias;Se revisa equipo y se encuentra fuga en circuito hidráulico, aún sin identificar el sitio exacto, equipo se encuentra en taller de mantenimiento biomédico hasta su reparación, ;Victor Lopez;11/3/2026;? TRABAJANDO;?? FUERA DE SERVICIO;0:00:00;11/3/2026;0:00:00;SI;PARCIAL;0;NO;SI ;0;FALLA INTERNA ;NO;;;PENDIENTE;0:00:00;1;VERDADERO
26035;11/3/2026;INCUBADORA;Bng Medical;EcoLa 3000;A0210518248N;572798;CUIDADO INTENSIVO NEONATAL;;favor revisar incubadora activo fijo n. 572798 ya que dice modulo de temperatura mal gracias;Se revisa el equipo y se encuentra daño en módulo del sensor de temperatura, se procede a realizar el cambio de módulo y se hacen pruebas funcionales, se entrega en buenas condiciones al servicio;Victor Lopez;11/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;11/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;FALLA INTERNA ;NO;;;CERRADO;0:00:00;1;VERDADERO
26036;11/3/2026;INCUBADORA;Atom;AIR INCU I 62060;190800774;574288;CUIDADO INTENSIVO NEONATAL;;favor revisar incubadora activo fijo n. 574288 para revisar alarma del ventilador;Se revisa el equipo y se encuentra daño en motor del ventilador, se procede a realizar el cambio del motor y se hacen pruebas funcionales, se retorna al servicio en buenas condiciones. ;Victor Lopez;11/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;11/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;FALLA INTERNA ;NO;;;CERRADO;0:00:00;1;VERDADERO
26049;11/3/2026;MONITOR DE SIGNOS VITALES ;Mindray;BENEVIEW T5;CM-42136410;545782;UNIDAD CRÍTICA OBSTÉTRICA;;favor cambiar sensor de temperatura monitor activo fijo 545782;Se realiza revisión del equipo y se encuentra sensor de temperatura en malas condiciones, no permite reparación, se procede a cambiar y se entrega uno nuevo al servicio, se realizan pruebas funcionales, equipo OK. ;Victor Lopez;11/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;11/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;FALLA INTERNA ;SÍ;Se realiza entrega de sensor de temperatura nuevo al servicio;;CERRADO;0:00:00;1;VERDADERO
26057;11/3/2026;MONITOR DE SIGNOS VITALES ;N/A;N/A;N/A;N/A;QUIRÓFANO;;revision o reparacion de oximetro gracias;Se revisa el equipo y se encuentra daño en sensor de SPO2, no permite reparación, se procede a entregar sensor nuevo al servicio, se realizan pruebas funcionales, equipo OK. ;Cristian Hurtado;12/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;12/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;DESGASTE;NO;;;CERRADO;24:00:00;2;VERDADERO
26058;11/3/2026;VENTILADOR MECÁNICO ;;;;;CUIDADO INTENSIVO ADULTO;;buenas tardes, por medio de la presente solicito la revisión del ventilador mecánico draguer s300 que se encuentra en el cubículo 29, presenta fallo con la monitorización y medición de pplat. al realizar la maniobra de pausa inspiratoria para la medicion de la pplat, el equipo no registra el valor esperado. gracias quedamos atentos ya que es de suma importancia este parametro.;Se trata de retirar el equipo para ser revisado por el proveedor pero este se encuentra conectado a paciente al momento, se le informa al personal asistencial de terapia respiratoria que por favor avisen al momento en el que el equipo esté disponible para su revisión. ;Victor Lopez;11/03/2026;? TRABAJANDO;?? FUNCIONAL;0:00:00;11/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;FALLA INTERNA ;NO;;;PENDIENTE;0:00:00;1;VERDADERO
26063;11/3/2026;MONITOR DE SIGNOS VITALES ;N/A;N/A;N/A;N/A;CUIDADO INTERMEDIO ADULTO;;por medio de la presente solicito cambio del brazalete del cubiculo 9 de intermedios adultos el cual se encuentra en deficientes condiciones de funcionamiento ;Se revisaequipo y se encuentra fuga en brazalete, no permite reparación, se procede a instalar brazalete nuevo y se hacen pruebas funcionales, equipo -ok. ;Victor Lopez;12/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;12/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;DESGASTE;SÍ;Se emtrega brazalete 1 vía adulto nuevo al servicio ;;CERRADO;24:00:00;2;VERDADERO
26067;11/3/2026;MONITOR DE SIGNOS VITALES ;N/A;N/A;N/A;N/A;QUIRÓFANO;;buenas, por favor revisar pulsioxímetro ya que no esta funcionando, gracias.;Se revisa el equipo y se encuentra daño en sensor de SPO2, no permite reparación, se procede a entregar sensor nuevo al servicio, se realizan pruebas funcionales, equipo OK. ;Cristian Hurtado;12/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;12/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;DESGASTE;SÍ;Se entrega sensor de SPO2 Nuevo al servicio ;;CERRADO;24:00:00;2;VERDADERO
26073;12/3/2026;MONITOR DE SIGNOS VITALES ;Edan;IM70;360080-M20709360014;572670;URGENCIAS ADULTOS;Ambulancia;se solicita amablemente realizar revision del saturador del monitor de la ambulancia medicalizada ove 421 el cual esta presentando fallas.;Se revisa el equipo y se encuentra daño en sensor de SPO2, no permite reparación, se procede a entregar sensor nuevo al servicio, se realizan pruebas funcionales, equipo OK. ;Leonardo Marín;12/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;12/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;DESGASTE;SÍ;Se entrega sensor de SPO2 Nuevo al servicio ;;CERRADO;0:00:00;1;VERDADERO
26078;12/3/2026;OTROS EQUIPOS BIOMÉDICOS;N/A;N/A;N/A;N/A;HEMODIÁLISIS;;maquina ak98 de la unidad de hemodialisis numero 5 se encuentra con error al iniciar se le informa al ingeniero;Se revisa llamado y se verifica visita correctiva por parte del proveedor, equipo en buenas condiciones funcionales. ;Victor Lopez;13/3/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;13/3/2026;0:00:00;NO ;N/A;0;NO;N/A;0;FALLA INTERNA ;NO;;;CERRADO;24:00:00;2;VERDADERO
26101;12/3/2026;MONITOR DE SIGNOS VITALES ;Mindray;BENEVIEW T5;CM-3B134857;545483;CUIDADO INTENSIVO ADULTO;Cubículo #37;se solicita revisar pulso/oximetro del cubiculonro 37 activo fijo 545483;Se revisa equipo y se encuentra daño en sensor de SPO2, no permite reparación, se procede a realizar el cambio y se entrega uno nuevo al servicio. equipo Ok.;Victor Lopez;12/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;12/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;USO INADECUADO;SÍ;Se entrega sensor de SPO2 adulto nuevo al servicio con SN:FD202510280930174;;CERRADO;0:00:00;1;VERDADERO
26102;12/3/2026;MONITOR DE SIGNOS VITALES ;Mindray;BENEVIEW T5;CM-3B134862;545470;CUIDADO INTENSIVO ADULTO;;favor cambiar cable de ekg monitor sinos vitales cama # 21;Se revisa equipo y se encuentra daño en cable de ecg, no permite reparación, se procede a realizar el cambio del cable y se entrega uno nuevo al servicio, se realizan pruebas funcionales, equipo Ok.;Victor Lopez;12/3/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;12/3/2026;0:00:00;NO ;N/A;0;NO;N/A;0;FALLA INTERNA ;SÍ;Se entrega cable de ECG de 5 derivadas nuevo al servicio.;;CERRADO;0:00:00;1;VERDADERO
26112;13/3/2026;MONITOR DE SIGNOS VITALES ;Edan;IM8;360001/M19910220036;549963;HOSPITALIZACIÓN ADULTOS EXPANSIÓN 3° PISO;;buenos dias  favor revisar el pulsioximetro de hematologia tercer piso que se encuentra fallando. muchas gracias.;Se revisa equipo y se encuentra daño en sensor de SPO2, no permite reparación, se procede a realizar el cambio del sensor y se hacen pruebas funcionales, se retorna al servicio en buenas condiciones. ;Victor Lopez;13/3/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;13/3/2026;0:00:00;NO ;N/A;0;NO;N/A;0;DESGASTE;NO;;;CERRADO;0:00:00;1;VERDADERO
26114;13/3/2026;MONITOR DE SIGNOS VITALES ;Edan;IM8;360001/M19910220036;549963;HOSPITALIZACIÓN ADULTO 5° PISO;;buenos dia, se solicita el favor de revisión de monitor de la estación 2 del 5to piso, no esta funcionando.;Se revisa equipo y se encuentra daño en sensor de SPO2, no permite reparación, así como daño en brazalete adulto 1 vía, se procede a realizar el cambio de ambos elementos y se entregan nuevos al servicio, se realizan pruebas funcionales. Equipo Ok.;Victor Lopez;13/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;13/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;DESGASTE;SÍ;Se realiza entrega de 1 brazalete adulto 1 vía nuevo así como 1 sensor de SPO2 nuevo con número de serie FD202510280920425;;CERRADO;0:00:00;1;VERDADERO
26130;13/3/2026;MONITOR DE SIGNOS VITALES ;Edan;IM8;360001/M19910220009;573991;HOSPITALIZACIÓN ADULTO 5° PISO;;buenas tardes, se solicita el favor de arreglo de agarradera de monitor de signos de la estacion 1 del 5to piso, se despego, esta en la coordinacion de medicina  interna.;Se revisa equipo y se encuentra daño en agarre del mismo, no afecta en su funcionamiento, pendiente reparación del soporte. ;Victor Lopez;16/3/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;16/3/2026;0:00:00;NO ;N/A;0;NO;N/A;0;DESAJUSTE;NO;;;CERRADO;72:00:00;2;VERDADERO
26131;13/3/2026;ELECTROCARDIÓGRAFO;Edan;SE-3;309025-M12B03200011;545054;HOSPITALIZACIÓN ADULTO 5° PISO;;buenas tardes, se solicita el favor de arreglo del electro del 5to piso, no funciona.;Se revisa equipo y se hacen pruebas funcionales con simulador de paciente, el equipo se encuentra en buenas condciones. Equipo Ok.;Victor Lopez;16/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;16/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;NO PRESENTA DAÑO;NO;;;CERRADO;72:00:00;2;VERDADERO
26137;13/3/2026;OTROS EQUIPOS BIOMÉDICOS;;;;;LABORATORIO CLÍNICO;;cronometro no enciende.;Se revisa el equipo y se encuentra daño en tarjeta electrónica principal, no permite reparación, se recomienda dar de baja. ;Victor Lopez;16/3/2026;? PTE POR CONFIRMAR;?? FUERA DE SERVICIO;0:00:00;16/3/2026;0:00:00;SI;TOTAL ;0;NO;N/A;0;FALLA INTERNA ;NO;;;CERRADO;72:00:00;2;VERDADERO
26143;14/3/2026;BOMBA DE INFUSIÓN;;;17950900;;HOSPITALIZACIÓN ADULTO 4° PISO;;bomba de infusion  cuando enciende se queda en blanco;Se revisa equipo y se encuentra pantalla en blanco, queda en taller de mantenimiento biomédico a la espera de ser revisado por el proveedor icu medical. ;Victor Lopez;16/3/2026;? TRABAJANDO;?? FUERA DE SERVICIO;0:00:00;16/3/2026;0:00:00;NO ;N/A;0;NO;N/A;0;FALLA INTERNA ;NO;;;PENDIENTE VISITA PROVEEDOR;48:00:00;1;VERDADERO
26144;14/3/2026;MONITOR DE SIGNOS VITALES ;N/A;N/A;N/A;N/A;HOSPITALIZACIÓN ADULTO 4° PISO;;monitor de signos vitales no funciona el oximetro;Se revisa equipo y se encuentra en buenas condiciones funcionales, se verifica estado de los accesorios y configuración, equipo ok. ;Victor Lopez;14/3/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;14/3/2026;0:00:00;NO ;N/A;0;NO;N/A;0;NO PRESENTA DAÑO;NO;;;CERRADO;0:00:00;0;VERDADERO
26148;14/3/2026;MONITOR DE SIGNOS VITALES ;Mindray;BENEVIEW T5;CM-3B134861;545481;CUIDADO INTENSIVO ADULTO;;el termometro del monitor de signos vitales del cubiculo 27 de la uci adultos y del cubiculo  26 de la uci adultos;Se revisa equipo y se encuentra daño en sensor de temperatura del equipo, no permite reparación, se procede a entregar sensor de temperatura nuevo al servicio y se realizan pruebas funcionales. equipo Ok;Victor Lopez;16/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;16/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;DESGASTE;SÍ;Se entrega sensor de temperatura nuevo al servicio;;CERRADO;48:00:00;1;VERDADERO
26149;15/3/2026;MONITOR DE SIGNOS VITALES ;;;;572688;CUIDADO INTERMEDIO ADULTO;;caucho del brazalete de cubiculo 206 de intermedios adultos se encuentra dañado;Se revisa equipo y se encuentra daño en brazalete, no permite reparación, se entrega brazalete nuevo al servicio y se hacen pruebas funcionales, equipo ok. ;Victor Lopez;16/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;16/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;DESGASTE;SÍ;Se entrega brazalete 1 vía adulto nuevo al servicio;;CERRADO;24:00:00;1;VERDADERO
26152;15/3/2026;ELECTROCARDIÓGRAFO;Edan;SE-601C;360251-M19A03670005;573993;URGENCIAS ADULTOS;;buenos dias, favor cambiar una chupa del ekg que no tiene el tornillito, muchas gracias;Se revisa el equipo y se encuentra en buenas condiciones funcionales, se verifica el estado de los accesorios y se hacen pruebas funcionales. equipo Ok. ;Victor Lopez;16/3/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;16/3/2026;0:00:00;NO ;N/A;0;NO;N/A;0;NO PRESENTA DAÑO;NO;;;CERRADO;24:00:00;1;VERDADERO
26161;15/3/2026;NEVERA;Supernordico;NO DEFINIDO;14-E0386;546082;HOSPITALIZACIÓN ADULTO 4° PISO;;buena noche, por la cual se solicita revicion de nevera de cuarto de medicacmento estacion 1 medicina interna, de manera prioritaria, por presentar alteraciones en la temperatura lo que genera perdida de cadena de frio y consecuencias desfavorables. muchas gracias.;Se revisa equipo y se encuentra falla por obstrucción de sistema de la unidad por una bolsa plástica, se procede a retirar la bolsa y se hacen pruebas funcionales, equipo en buenas condiciones. ;David Ospina;16/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;16/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;USO INADECUADO;NO;;;CERRADO;24:00:00;1;VERDADERO
26165;16/3/2026;VENTILADOR MECÁNICO ;;;0316;;CUIDADO INTENSIVO NEONATAL;;ventilador drager #2 con mando rotatorio suelto;Se revisa equipo y se encuentra daño en soporte del mando giratorio, requiere reparación de carcasa, se baja al taller de mantenimiento biomédico para ser reparado, a la espera de reconstrucción de piezas fracturadas. ;Camilo Ramirez;16/3/2026;? TRABAJANDO;?? FUERA DE SERVICIO;0:00:00;16/3/2026;0:00:00;NO ;N/A;0;NO;N/A;0;DESAJUSTE;NO;;;PENDIENTE;0:00:00;1;VERDADERO
26195;16/3/2026;DESFIBRILADOR ;Nihon Kohden;TEC-5631E;01778;574610;CONSULTA EXTERNA;Gastroenterología;cordial saludo solicito su amable colaboración con el desfibrilador de gastroenterología, el cual se encuentra ubicado en el 1 piso de consulta externa área de gastroenterología. ;Se revisa el equipo y se encuentra en buenas condiciones funcionales, se realiza test de funcionamiento completo y se le dan recomendaciones al personal asistencial. equipo ok. ;Leonardo Marín;16/3/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;16/3/2026;0:00:00;NO ;N/A;0;NO;N/A;0;USO INADECUADO;NO;;;CERRADO;0:00:00;1;VERDADERO
26196;16/3/2026;MONITOR DE SIGNOS VITALES ;Edan;IM70;360080-M20912910028;572683;CUIDADO INTERMEDIO ADULTO;;favor colocar oximetro para monitor de transporte con # de activo fijo 572683.;Se revisa el equipo y se encuentra daño en sensor de SPO2 adulto, no permite reparación, se procede a realizar el cambio y se entrega uno nuevo al servicio, se realizan pruebas funcionales, equipo ok. ;Victor Lopez;16/03/2026;? PTE POR CONFIRMAR;?? FUNCIONAL;0:00:00;16/03/2026;0:00:00;NO ;N/A;0;NO;N/A;0;DESGASTE;SÍ;"Se entrega sensor de SPO2 nuevo al servicio con número de serie; FD202510280920405";;CERRADO;0:00:00;1;VERDADERO
